,feature,class
2947,"[-3.4528595e+02  9.1555542e+01 -4.0648510e+01  5.7119579e+01
 -1.1081585e+01  1.4468983e+01 -2.0104540e+01  6.7075806e+00
 -5.6959009e+00  2.3161478e+00  1.3323538e+01 -4.9411054e+00
  9.9248667e+00 -9.5960350e+00 -3.7257571e-02 -7.9869351e+00
 -6.9340668e+00 -8.1535063e+00 -3.0435157e+00 -6.2609310e+00
 -7.6239204e+00  3.2301822e+00 -7.7180324e+00  2.6214273e+00
  9.5679492e-01  3.1946075e+00  7.8073841e-01  3.1493864e+00
  1.4861079e+00 -1.4848607e+00  2.8426249e+00 -5.4707632e+00
 -1.5652423e+00 -5.8327141e+00 -1.5141656e-01 -1.1053045e+00
 -1.9004761e+00  5.5145925e-01 -2.3636830e+00  2.0932209e+00]",male
2948,"[-2.74208588e+02  1.78989456e+02 -4.96095314e+01  4.28523026e+01
 -7.37168121e+00 -9.39738274e+00 -1.56607714e+01 -8.35684490e+00
 -1.47676592e+01 -7.02291632e+00 -5.10929775e+00 -1.26435547e+01
  5.05777359e+00 -1.11480923e+01 -1.15353501e+00 -2.20166415e-01
 -4.93558407e+00 -8.28838348e+00 -4.03317690e+00 -9.05277252e-01
 -1.21755905e+01 -2.36601472e+00 -4.20418835e+00 -6.32149363e+00
 -6.01279783e+00 -1.52781940e+00 -3.96875453e+00 -6.86747742e+00
 -1.62069380e+00 -3.93835616e+00 -1.73559797e+00 -5.45067930e+00
 -2.85603023e+00 -2.61694551e+00 -3.80790472e+00 -2.42975163e+00
 -3.46468377e+00 -1.20683777e+00 -4.57366323e+00 -2.78980660e+00]",male
2949,"[-2.2857510e+02  1.2026324e+02 -1.7891001e+01  2.9995733e+01
 -9.2903072e-01  2.7433172e+01 -3.3430595e+01 -4.2887383e+00
 -8.1054668e+00 -6.4947519e+00  7.0179739e+00 -8.1240168e+00
  4.4151931e+00 -3.5915174e+00  8.0267382e+00 -6.2925873e+00
 -3.3904362e-01 -1.2233955e+00  2.0523686e+00  4.5080652e+00
 -4.5126324e+00  7.0349889e+00  4.4132116e-01  3.4087961e+00
  9.7122782e-01  2.5282080e+00 -4.3814710e-01  1.1481234e+00
  4.8204157e-01 -3.8486376e+00  2.6676791e+00 -1.0052270e+00
  1.4389999e+00 -2.7274163e+00 -3.4765858e-02  3.4972882e-01
  1.6081092e+00  2.4454668e+00  6.3599199e-01  3.0150645e+00]",male
2950,"[-2.9040152e+02  1.5334505e+02 -4.0661003e+01  4.4390419e+01
 -2.5805935e+01  1.0369661e+01 -3.3171299e+01 -3.1690001e+00
 -1.6595150e+01 -1.1424809e+01  3.6543968e+00 -1.5305179e+01
  3.6779445e-01 -1.4061506e+01 -1.8087229e+00 -1.0019893e+01
 -3.0023723e+00 -9.0369740e+00 -5.8023429e+00 -4.6396718e+00
 -9.1664762e+00 -4.9236494e-01 -1.1169475e+01 -3.7306106e+00
 -7.0380478e+00 -1.6955868e+00 -6.1563449e+00 -4.2342749e+00
 -2.6293335e+00 -5.9569130e+00 -2.5716007e+00 -5.9229541e+00
  1.0452981e-01 -5.8446045e+00 -8.4642470e-01 -3.8284974e+00
 -3.6199660e+00 -1.3308761e+00 -3.6616721e+00 -1.2347866e+00]",male
2951,"[-4.1979147e+02  1.6458012e+02  2.7445507e+01  1.9705935e+01
 -3.8992057e+00  3.4651721e+00 -3.0416391e+01 -4.6040125e+00
 -5.8298774e+00 -2.5031257e+00 -4.3172586e-01 -8.6989031e+00
 -1.1107974e+00 -1.1757027e+01  1.2081443e+00 -7.2325563e+00
 -4.8579030e+00 -2.1754091e+00 -3.7708790e+00 -6.7438712e+00
 -6.0930696e+00  1.7025121e+00 -1.2130996e+01 -5.3198967e+00
 -4.2841368e+00 -3.4683504e+00 -1.0938740e+00 -2.2400288e-01
 -9.6027833e-01 -6.6524043e+00 -2.1583675e-01 -3.6607940e+00
  1.4679076e-01 -1.6760547e+00 -5.4221239e+00 -2.3759425e+00
 -3.5796432e+00 -2.8404446e+00 -4.7440839e+00 -2.8119648e+00]",male
2952,"[-2.6972723e+02  1.4926828e+02 -1.2263028e+01  3.5785694e+01
 -4.1732526e+00  2.5946301e+01 -5.5578527e+00 -6.0721750e+00
 -1.4967639e+01 -5.2900805e+00  5.7930837e+00  3.5498914e-01
  4.6505213e+00 -6.5475240e+00  5.8592176e+00 -3.7351968e+00
 -1.2575707e+00 -4.7093978e+00  7.6391029e-01 -5.8436227e-01
 -4.4999714e+00  5.9561129e+00 -6.7324834e+00 -3.6095228e+00
 -2.7150784e+00  9.9328434e-01 -1.7751213e+00 -7.7946728e-01
  6.4278197e-01 -2.1973631e+00  1.2093149e-02 -4.2255073e+00
  3.5987909e+00 -3.8648137e-01 -6.6035253e-01  1.2288353e+00
 -2.0864329e+00 -2.1582694e+00 -2.2088313e+00 -1.0605333e+00]",male
2953,"[-250.7552       93.57611     -60.1483       65.949814    -36.15168
   10.821856    -38.997437      9.54694     -21.323053     -1.9247237
    3.223562    -12.350891     11.990762    -20.697903      5.363479
  -12.805501      1.7704026    -8.489323     -7.4257274    -6.108879
  -13.79576      -0.8480263   -12.025814     -1.2394274    -5.3319855
    3.8244905    -2.7241588     4.127728      3.5560157     2.6264837
    8.635473      2.6218035     7.4861293    -2.6531742     2.6425638
   -3.8258686     0.3488459    -0.8333476    -2.4881222     0.31339833]",male
2954,"[-3.0886957e+02  1.1477607e+02 -4.7738644e+01  4.1150375e+01
 -1.9174726e+01  5.5808911e+00 -2.8139223e+01  1.6397517e+00
 -6.7245502e+00 -5.0367270e+00  4.5967932e+00 -7.6001892e+00
  1.0077541e+00 -1.1326802e+01  2.8499327e+00 -9.0388174e+00
  6.9747031e-01 -8.2005091e+00 -5.1381536e+00 -4.3144843e-01
 -8.8058758e+00  1.6227804e+00 -9.9023952e+00 -2.4110014e+00
 -6.0606756e+00 -2.5596578e+00 -3.0135260e+00 -2.6382477e+00
  1.2976967e-01 -3.8789067e+00  8.4428900e-01 -3.8333697e+00
  1.6709528e+00 -1.2989223e+00 -3.3668926e-01 -7.7504671e-01
 -7.1990263e-01  1.0113097e-01 -1.4321709e+00  1.3614540e+00]",male
2955,"[-1.09487244e+02  1.61086151e+02 -4.02621078e+01  6.51955109e+01
 -1.86632290e+01  1.46630430e+01 -1.61587391e+01 -7.49580908e+00
 -9.52246094e+00 -4.01262140e+00 -7.15774119e-01 -1.60499096e+00
  1.04034815e+01 -8.23292255e+00  9.86023903e+00 -5.19028378e+00
  1.83257669e-01 -2.35156322e+00  3.62273240e+00  1.96473145e+00
 -8.74827957e+00  3.61875987e+00 -7.18575668e+00 -1.30640852e+00
 -6.02811050e+00  1.11353636e+00 -1.34481084e+00 -4.86073065e+00
  2.38663936e+00  1.85176289e+00  3.56235528e+00 -2.57460207e-01
  3.66514707e+00 -3.23331809e+00  1.48926318e-01 -8.14999521e-01
  1.07146494e-01  8.55506003e-01 -2.18860745e+00  2.37538528e+00]",male
2956,"[-2.6548666e+02  1.2157132e+02 -5.8569517e+00  6.3151237e+01
 -1.1927200e+01  9.4808512e+00 -2.2691347e+01  1.0045561e+01
 -5.3140669e+00 -3.9756949e+00 -2.8120783e-01 -4.9960504e+00
  6.9929862e+00 -1.4266113e+01  6.0562474e-01 -1.1766172e+01
 -2.3867009e-02 -7.3621945e+00 -5.6405997e+00 -1.6791724e+00
 -7.7026439e+00  1.7404406e+00 -7.8837748e+00 -6.5798819e-01
 -4.6387033e+00 -2.0707186e-01 -7.6150517e+00 -5.0946536e+00
 -1.9128238e+00 -7.9749494e+00 -2.1862299e+00 -5.5679679e+00
 -1.3635043e+00 -6.0782204e+00 -7.4217224e-01 -2.1920915e+00
 -2.7260952e+00  7.7844292e-02 -3.1913579e+00 -1.4686670e+00]",male
2957,"[-2.1854243e+02  1.5256844e+02 -2.4190435e+01  5.9865799e+01
 -2.2996931e+01 -2.0419214e+00 -1.2312692e+01 -1.5221780e+01
 -1.5176237e+01 -9.5890255e+00 -8.7159681e+00 -1.8021306e-01
  3.6745670e-01 -1.9782087e+01  4.8469219e+00 -9.6527939e+00
 -4.9039402e+00 -8.6972179e+00 -7.6663756e+00  6.3869369e-01
 -1.4845667e+01 -1.8604432e+00 -2.6773443e+00 -5.9752388e+00
 -7.5367932e+00  9.2636901e-01 -2.9793067e+00 -6.5545487e+00
 -2.1197948e+00 -7.3726368e+00 -3.9185810e+00 -6.5289726e+00
 -2.4263830e+00 -5.2188454e+00 -5.2328444e+00 -3.7620275e+00
 -4.6022968e+00 -3.1340189e+00 -7.3799257e+00 -5.4154878e+00]",male
2958,"[-3.02650787e+02  1.55370834e+02  1.93038833e+00  4.72681732e+01
  7.64523125e+00 -4.94884491e+00 -1.39566107e+01 -4.34660769e+00
 -8.24884129e+00  9.74726200e+00 -3.30583572e+00  5.08654177e-01
  5.01525450e+00 -7.96937943e+00  1.57831087e+01 -4.94501162e+00
  5.51485777e+00  6.98837936e-01 -1.48580289e+00  8.42644787e+00
 -6.22212887e+00  5.25864220e+00 -4.58244801e-01  1.75038993e+00
  3.26038152e-01 -1.14783406e+00  1.78374124e+00 -1.68781257e+00
  1.09364554e-01 -1.39280236e+00 -4.73408848e-01 -2.60409975e+00
 -8.34207356e-01  2.66617537e-01  9.22508061e-01 -1.49208796e+00
  2.78766870e+00  2.55983829e+00  8.04590702e-01  4.84781742e+00]",male
2959,"[-344.62717     160.65968     -21.80858      40.292896    -14.986605
    8.356493    -22.5507        4.8522058    -8.026462     -5.6192517
    2.3937888    -7.239794     -1.7328966   -10.289005      4.516517
   -5.247286      2.3232863    -7.0061593     1.8970857    -2.578917
   -8.102995      1.7574567    -8.472239      1.4023261    -6.6575127
    1.5910602    -2.7719915    -6.156377     -2.287216     -3.9215837
    1.4312804    -3.8006032    -0.81981504   -5.3158545    -2.6710718
   -3.0484385    -3.2577715    -3.5895042    -3.8477178    -0.5329046 ]",male
2960,"[-3.58792419e+02  1.17348076e+02 -1.16811209e+01  7.51819992e+01
 -8.78043938e+00  1.01435566e+01 -2.58678093e+01  6.44892693e+00
 -1.27022228e+01 -9.25802040e+00  7.49403143e+00 -4.22560358e+00
  4.15694809e+00 -1.01235943e+01  1.76146579e+00 -9.05056572e+00
  2.09634161e+00 -5.56143045e-01  3.70870042e+00 -3.70246983e+00
 -6.30199528e+00  5.74648809e+00 -5.46415520e+00  1.64600837e+00
 -3.05645394e+00  4.71172428e+00 -1.93920135e+00  3.48623425e-01
  1.83067322e+00 -1.21237397e+00  4.16885757e+00 -3.12779450e+00
  3.81353641e+00  4.11388040e-01  1.99605656e+00 -2.08877635e+00
 -1.43140876e+00  1.16946769e+00 -1.46963203e+00 -5.91953278e-01]",male
2961,"[-314.2304      125.75927     -11.583695     45.025425    -15.668118
   26.706593    -36.59102      -0.5047879   -19.315186    -11.339625
   -4.69908     -11.9660635     9.7478485   -22.102285      8.078491
   -5.86911      -1.8957883    -4.0495467    -8.694531     -2.2661395
  -12.688497     -2.560797     -7.0377145    -1.8121794    -7.3304887
   -0.35711482   -3.0344715    -4.0074835    -1.4492294    -4.7585683
   -0.32735854   -5.54301      -2.2326722    -5.830245     -2.9071927
   -4.861599     -3.498314     -2.6628983    -3.61682      -1.3683002 ]",male
2962,"[-1.8468437e+02  1.2570391e+02 -7.4320648e+01  4.6225872e+01
 -2.5697741e+01  3.4847543e+00 -3.5423355e+01 -1.2054328e+00
 -2.2158516e+01 -5.1557302e+00  2.4771056e+00 -1.3460660e+01
  7.6923919e+00 -1.6286417e+01  1.0209184e+01 -2.8994939e+00
 -7.2836356e+00 -5.7787328e+00  7.0095325e-01 -4.6778598e+00
 -6.3022137e+00  1.4319469e-01 -1.0257002e+01 -3.3184692e-01
 -8.6789436e+00 -2.5977397e-02 -8.3960228e+00 -3.9074533e+00
 -1.6999294e+00 -4.9656358e+00  2.2386546e+00 -4.0321398e+00
  5.7336669e+00  9.0361759e-02  4.5469599e+00  4.5447016e+00
  5.7463779e+00  5.1510706e+00  4.7720952e+00  9.0015030e+00]",male
2963,"[-2.3205222e+02  1.1905377e+02 -4.7388279e+01  4.2030731e+01
 -2.5679548e+01  2.2269823e+01 -2.0001015e+01  3.1822369e+00
 -6.5287685e+00 -9.1831980e+00  9.4099607e+00 -1.0311838e+01
  1.6344163e+00 -7.8850217e+00  1.1551403e+01 -1.3859837e-01
  2.0678921e+00  4.7831159e+00  1.1266587e+00  4.1929972e-01
 -9.4222927e+00 -4.2599301e+00 -8.0213909e+00 -2.1832809e+00
 -9.8046703e+00 -3.7638698e+00 -3.1184752e+00 -5.4387326e+00
 -2.5564475e+00 -5.2570577e+00 -1.6683316e+00 -6.7855716e+00
 -3.4567230e+00 -6.2983971e+00 -2.1201878e+00 -3.4808371e+00
 -3.0371246e+00  1.6434376e+00 -3.6000445e+00 -1.4575177e+00]",male
2964,"[-2.8577930e+02  1.6397632e+02 -2.2685673e+01  4.2758720e+01
 -1.7394150e+01  6.7011399e+00 -2.1878775e+01 -8.1974707e+00
 -7.7503185e+00 -3.5579424e+00 -3.3976052e+00 -1.0267730e+01
  1.0798385e+00 -1.6048689e+01 -8.7135866e-02 -5.7655983e+00
 -1.5520425e+00 -4.5688314e+00 -2.7927423e+00 -3.5858350e+00
 -1.0808486e+01  2.3017895e+00 -6.2609205e+00 -2.9727519e+00
 -7.3755679e+00 -4.2273774e+00 -1.6876928e+00 -2.3484104e+00
 -1.0835370e+00 -3.4306037e+00  1.4933597e+00 -3.8655066e+00
 -9.0411007e-01 -2.8413262e+00 -1.4873680e+00 -1.4515930e+00
 -3.3591290e+00 -2.4896405e+00 -3.1920807e+00  5.2624065e-01]",male
2965,"[-229.24959     157.05505     -56.280914     45.49528     -19.837435
   -5.132795    -16.74817     -18.243896    -21.884634      0.27439648
   -5.2662683    -9.903423      6.1081276   -13.61715       4.8278327
   -5.1969485    -1.8390648    -1.0968275     3.0414894    -0.26579514
   -6.5771003     6.990445    -10.154739     -0.9811959    -0.4557738
   -4.1409626    -0.5867187     0.23933165    1.4274346    -0.41579244
    4.2025366     0.7104116     3.2696118    -2.250668     -0.63256836
    2.8617835     1.6196786     1.859476     -1.5976664    -0.5878844 ]",male
2966,"[-3.0410367e+02  1.7057076e+02 -1.7135622e+01  1.1818292e+01
 -3.1266913e+00 -1.9097603e+01 -2.5981907e+01 -1.8075560e+01
 -1.8926390e+01 -8.3906612e+00 -8.0651293e+00 -2.0039992e+00
 -1.5587971e-01 -1.4423118e+01  5.1184492e+00 -4.5347209e+00
 -9.6989775e+00 -3.6605868e-01 -8.2620239e+00 -8.9854813e+00
 -4.4418497e+00 -2.2815847e+00 -5.2100873e+00 -3.1204407e+00
 -2.3417463e+00 -3.9645016e+00 -4.3282571e+00 -1.8504715e+00
 -2.8952498e+00 -1.0639999e+00 -2.0188036e+00 -2.3311629e+00
  1.4398338e+00 -4.3630905e+00 -9.9550508e-02 -1.1665608e+00
 -4.3747816e+00 -3.8327227e+00 -4.5093522e+00 -2.5349350e+00]",male
2967,"[-212.52512     133.26736     -30.272476     71.75865     -19.42916
   29.833866    -20.887743     -5.1855054   -10.743764     -6.3650274
   -0.900285     -5.0226336     5.9936633   -16.971148     15.579316
   -6.8545957    -6.0900245    -0.4930729    -4.094509     -1.2714169
   -5.915661      0.5068057    -6.5511174     0.5668353    -4.704225
   -0.58781123   -2.0206556    -1.8827997    -1.6853353    -0.66616386
   -0.39155704   -5.134394      1.9707665    -4.805743     -0.5324239
   -2.3249445    -2.222043     -1.5514786    -3.2201107    -1.0180624 ]",male
2968,"[-249.98155     170.81786     -18.116852     32.134056    -25.203457
   -9.232569    -13.390956     -2.0724225    -9.003082    -22.772388
    6.607404     -1.2038473    -0.6337096     0.630961     -6.570297
    1.5653602    -1.032744    -15.343041     -0.87264574   -2.848949
  -14.122889     -3.7076378    -1.3280545    -2.1462827    -6.485538
   -2.1331158    -6.956864     -6.8184047    -5.6905084    -9.109171
   -3.2093642    -9.236189     -4.8941736    -3.5361238    -4.9034314
   -3.9526584    -4.2027707    -2.5882611    -4.910804     -1.1640126 ]",male
2969,"[-192.68456    132.59616    -32.55689     61.85477    -24.28266
   23.836617   -26.293968     8.269887    -6.1753025   -7.444961
    7.3290353   -7.674156     8.639409   -11.924108     8.59776
   -3.313605    -2.7309115   -3.801405     0.5088564   -1.5583464
   -6.6762366    3.4812436   -6.095206    -0.7746348   -5.8305526
    1.0454406   -7.355073    -2.453087    -0.9163758   -5.539876
    2.0780308   -5.729413     1.4010047   -3.7019413   -1.3284552
   -2.8164852   -3.7959058   -2.1628628   -2.5421631    1.6744789]",male
2970,"[-4.5457483e+02  1.3288174e+02 -2.7447187e+01  4.3415199e+01
 -2.4272590e+00  6.8178196e+00 -1.5979018e+01 -1.0999598e+01
 -1.1606934e+01  3.8816636e+00  4.0740247e+00  2.4387473e-01
  8.3076286e+00  3.1325631e+00  1.6230078e+01 -4.9126439e+00
  2.4408245e+00 -2.8147805e+00 -7.7777352e+00  1.0788913e+00
  6.2167919e-01  2.5157521e+00 -3.7299027e+00  1.5803213e+00
 -2.6584580e+00  1.6237700e+00 -6.0085101e+00 -4.3757606e-01
  2.0594769e+00 -5.5269508e+00  2.7128284e+00 -3.9187119e+00
  1.6816233e-01 -4.3068151e+00 -4.3979168e-01  2.6843047e+00
 -3.3864226e+00 -3.9902636e-01 -2.8996708e+00 -6.4731687e-01]",male
2971,"[-2.3116440e+02  1.3307156e+02 -3.6209972e+01  4.2824009e+01
 -4.1275085e+01  3.5284767e+01 -3.0542709e+01  3.2283452e+00
 -2.0881461e-01 -3.2012222e+00  8.7655058e+00 -2.7454462e+00
  9.4240885e+00 -6.4003878e+00  1.3972719e+01 -9.9229832e+00
 -2.4176488e+00 -4.1794858e+00 -5.0540781e-01 -2.9720209e+00
 -5.8914108e+00  5.3063116e+00 -8.4938965e+00  1.4480946e+00
 -2.0930517e+00  3.7153223e+00 -2.5626404e+00  2.1409738e+00
 -5.0642121e-01 -5.3922544e+00  1.3665268e+00 -2.9496911e+00
  1.1383698e+00 -6.2893372e+00  1.6098584e+00 -1.4171876e-01
  2.7307611e+00  3.8480923e+00  1.9994905e+00  4.4513650e+00]",male
2972,"[-2.1544176e+02  1.2037555e+02 -1.5128935e+01  6.7161278e+01
 -3.2188713e+01  2.7981932e+01 -2.5353455e+01  8.5867805e+00
 -1.1164946e+01 -1.1110492e+01  3.6426289e+00 -1.2808610e+01
  6.8545971e+00 -1.2784534e+01  3.9310987e+00 -8.4707193e+00
  1.3407313e+00 -9.0193958e+00 -3.4742107e+00  1.4024651e+00
 -9.6148252e+00  1.4844583e+00 -8.4563570e+00  5.1033562e-01
 -8.1858110e+00 -1.9100863e+00 -3.2041163e+00 -3.3064754e+00
 -7.8483057e-01 -4.0505514e+00  1.2360851e+00 -3.7086895e+00
  3.4065577e-01 -4.2909875e+00  9.0869838e-01 -1.9757983e-01
  2.3082750e+00  1.7363579e+00 -5.7230181e-01  2.7823744e+00]",male
2973,"[-2.5174883e+02  1.3858760e+02 -2.4586855e+01  3.3325161e+01
 -5.7737970e+00  8.1437159e+00 -2.4909174e+01 -1.0815231e+01
 -1.6967293e+01 -6.3683419e+00 -1.6616120e+00 -1.5390176e+01
 -4.8711386e+00 -3.0405052e+00  5.3375473e+00 -9.0161457e+00
  2.0792937e+00 -8.1523771e+00 -4.6241679e+00 -7.8742635e-01
 -1.1105934e+01 -1.7509334e-01 -6.6867085e+00 -6.3222251e+00
 -6.2585206e+00  9.0342951e-01 -2.8594937e+00 -1.3257082e+00
  5.4442084e-01 -3.9459777e+00 -1.7598112e-01 -9.6410584e-01
  9.1398638e-01 -3.7202294e+00 -4.5092800e-01 -3.3528299e+00
 -3.8113506e+00 -4.5388322e+00 -5.4354696e+00 -2.5039611e+00]",male
2974,"[-2.0314755e+02  1.3112436e+02 -4.0507156e+01  5.1600945e+01
 -5.7070255e+00  3.2469910e+01 -2.7186354e+01  1.0080727e+01
 -1.6044521e+01 -1.1470310e+01  4.0826726e+00 -1.0165801e+01
  7.2777333e+00 -1.1953359e+01  5.8688507e+00 -1.0641356e+01
 -2.5574713e+00 -7.1986771e+00 -3.2235968e+00 -2.4025640e+00
 -8.1495543e+00  1.1931658e+00 -7.6538739e+00 -9.6812904e-01
 -9.5544281e+00  5.9663713e-01 -7.3499975e+00 -6.2729239e+00
 -1.1311400e+00 -5.2790847e+00 -8.9263564e-01 -3.6823957e+00
  3.1150603e+00 -4.4066882e+00  5.5204760e-02 -2.3034043e+00
 -1.9268581e+00 -8.3716607e-01 -1.2453009e+00  1.1484231e+00]",male
2975,"[-224.469       157.68568     -27.103092     17.200583    -22.862661
    8.087274    -17.698793     -0.7667227    -7.9580836    -8.329955
    1.3131468    -5.8200455     3.4165962    -8.204395      4.4307323
   -5.797185     -3.9248319     0.6136606     4.4659653     3.0367217
   -1.6259567     5.7436       -5.370584     -2.5872974    -4.713444
   -0.811271     -2.154024     -5.151454     -4.012689     -6.5698876
   -3.796093     -6.458274     -1.2555443    -5.95355      -2.7067454
   -0.3159251    -2.7177699    -0.88317966   -2.7983487     1.9232465 ]",male
2976,"[-3.16276642e+02  1.63069427e+02 -3.24094276e+01  6.23054466e+01
 -1.75161438e+01  2.20866032e+01 -1.14120455e+01 -2.99857211e+00
 -1.07892418e+01  7.79146862e+00 -5.91697931e+00 -5.85568428e+00
  9.52652931e+00 -1.81912041e+01  1.34864645e+01 -8.56519794e+00
  1.70793140e+00 -2.07707524e-01 -8.99460888e+00  1.39447320e+00
 -8.45322037e+00 -3.44244194e+00 -2.62694836e+00 -3.19549322e+00
 -3.52173519e+00  1.42203116e+00 -7.32323837e+00  1.29942894e+00
 -3.23415923e+00 -3.10542846e+00 -3.85583520e-01 -3.42808485e+00
  1.16134775e+00 -6.80175781e+00  2.77484369e+00 -4.73627472e+00
 -1.72353101e+00 -2.27463174e+00 -3.57590318e+00  1.78409898e+00]",male
2977,"[-150.35243     135.50087     -72.32553      55.571606    -17.19865
   13.331259     -0.8374151    -5.014793    -15.577947      6.420159
   -6.399651     -6.7724395     5.6623054   -14.474512     10.175915
   -6.4280124     0.4819234    -4.4501443    -1.7504699    -4.655119
   -7.485057     -0.17145868   -7.5470495     3.9301512    -5.5196204
    3.2785378    -0.50628364   -0.5042015     0.51723194   -2.7223005
   -1.0509839    -5.901466     -0.5674131    -6.9200506    -1.0653493
   -4.075662     -1.3336298    -0.5866949    -3.912514     -1.3209885 ]",male
2978,"[-2.6797122e+02  1.3700850e+02 -2.9152933e+01  6.5552849e+01
 -3.9832882e+01  1.5087209e+01 -1.8943909e+01 -6.2918506e+00
 -1.1027471e+01 -2.1397448e+00 -1.0650627e+01 -7.9471178e+00
 -7.8246260e-01 -2.1433348e+01  1.1116153e+01 -1.3552927e+01
  5.9250250e-02 -4.3671389e+00 -1.6507764e-01 -1.8840952e+00
 -1.0835796e+01  3.6398370e+00 -9.3363495e+00  2.7860445e-01
 -6.4865513e+00 -1.7006358e+00 -5.8448148e+00 -1.7507765e+00
 -1.2170339e+00 -5.3987331e+00  1.6490011e-01 -4.0011449e+00
  1.8405204e+00 -6.3405156e+00  8.9214516e-01 -2.3209136e+00
 -2.8582051e+00 -1.1563051e+00 -3.7592392e+00 -1.2877937e-01]",male
2979,"[-2.1794582e+02  1.6641164e+02 -4.4317070e+01  4.0468472e+01
 -3.4298332e+01  6.9874411e+00 -2.3137299e+01 -4.2039138e-01
 -1.2526316e+01 -6.3814788e+00  8.4680080e+00  1.0532504e-01
  9.8120813e+00 -7.0196400e+00  6.2626252e+00 -4.2392850e+00
  2.0818193e+00 -4.0979462e+00 -5.5966920e-01 -4.5044966e+00
 -8.0071173e+00  2.8880200e+00 -3.9955525e+00  1.4494233e+00
 -5.7189436e+00  3.0404274e+00 -2.4355662e+00 -1.1590034e+00
 -2.0839152e+00 -7.0750628e+00 -5.6453557e+00 -7.3321638e+00
  2.0147045e+00 -3.1867590e+00  2.5773284e+00 -2.4302511e+00
  1.6807193e+00  2.8511672e+00  7.5983234e-02  5.2968092e+00]",male
2980,"[-3.6985437e+02  1.5137558e+02 -1.4717012e+01  5.2269058e+01
 -2.0103775e+01  9.0498333e+00 -1.9012699e+01  1.4850336e+01
 -2.1836182e+01 -1.3168434e+01  7.0743723e+00 -9.5521755e+00
  7.6977282e+00 -1.1529339e+01  4.4312696e+00 -5.4950852e+00
  4.0161255e-01 -7.2586846e+00 -4.8015580e+00  2.6443467e+00
 -9.1784983e+00 -4.5883141e+00 -5.8884201e+00  9.8379105e-01
 -1.0122470e+01 -9.1515523e-01 -1.4392551e+00 -4.4163613e+00
 -1.3348527e+00 -1.7527750e+00  3.4520411e-01 -4.9881797e+00
  6.0757929e-01 -4.4029064e+00 -1.8293916e-01 -3.4501441e+00
 -3.6837516e+00 -1.7327710e+00 -2.7481959e+00 -6.6820997e-01]",male
2981,"[-1.22237076e+02  1.69197281e+02 -4.83934364e+01  4.53078194e+01
 -1.17671490e+01  2.38779426e+00 -3.29826431e+01  3.12396121e+00
 -1.45173197e+01 -1.86303463e+01 -5.94158992e-02 -1.10657787e+01
  9.85547662e-01 -1.52140646e+01 -7.75388896e-01 -9.52810287e+00
 -4.69811726e+00 -8.15031528e+00 -6.80888748e+00 -1.20289290e+00
 -9.16756630e+00 -3.23016596e+00 -8.59956264e+00 -1.68157005e+00
 -8.70999622e+00 -4.08436108e+00 -3.53325462e+00 -5.73892879e+00
 -3.43213391e+00 -6.17913389e+00 -2.25281763e+00 -6.63075399e+00
 -2.58111548e+00 -4.32630730e+00 -3.60132909e+00 -4.44460917e+00
 -3.00237870e+00 -2.77087688e+00 -4.80194664e+00 -1.74197459e+00]",male
2982,"[-3.0854465e+02  1.3865904e+02 -3.2930172e+01  4.4949074e+01
 -3.9756428e+01  1.2384727e+01 -3.1906176e+01 -2.1191629e+01
 -1.5119603e+01 -1.6066031e+01 -1.5799935e+01 -8.1901045e+00
  4.4945226e+00 -1.9962490e+01  4.4175725e+00 -1.2597879e+01
 -1.0016034e+01 -7.6653981e+00 -5.0259471e+00 -3.5766063e+00
 -1.0665015e+01 -1.5081042e+00 -7.3199148e+00 -2.4797626e+00
 -7.6810946e+00  9.1197900e-02 -3.9963894e+00 -3.6754544e+00
 -2.6904781e+00 -6.5704303e+00 -1.9750196e+00 -5.0248313e+00
  5.8683544e-01 -5.3304944e+00 -1.6863719e+00 -3.0144939e+00
 -3.2883470e+00 -2.6615503e+00 -2.6643617e+00 -9.6660507e-01]",male
2983,"[-3.0033444e+02  1.3158598e+02 -3.5651455e+01  3.8257801e+01
 -1.3334051e+01  2.9499683e+00 -1.9721727e+01 -4.0862336e+00
 -1.1121602e+01 -6.0166855e+00  1.8281465e+00 -1.0812673e+01
 -6.5574974e-01 -9.9135942e+00 -1.1169546e+00 -5.2304916e+00
 -1.7931707e+00 -5.8103156e+00 -5.1211298e-01 -1.8010709e+00
 -7.1169333e+00  9.9177241e-01 -5.6896491e+00 -8.8365179e-01
 -5.4410725e+00 -2.2031291e+00 -4.4549942e+00 -3.6240988e+00
 -1.6407931e+00 -4.7440519e+00 -2.9784477e-01 -5.2418246e+00
 -1.9596168e+00 -2.0564923e+00  3.8061723e-01  2.7946487e-01
  9.6734971e-01  2.5262120e+00  9.3387139e-01  1.3230972e+00]",male
